"region","data_type","date","median_R_mean","median_R_highHPD","median_R_lowHPD"
"ZH","infection_norm_n1",2020-12-05,1.00740383454511,1.33866069486479,0.722693755146591
"ZH","infection_norm_n1",2020-12-06,0.990055417011606,1.31772778008935,0.708687627942556
"ZH","infection_norm_n1",2020-12-07,0.973059274672801,1.29766265161964,0.694643980180338
"ZH","infection_norm_n1",2020-12-08,0.958078257863312,1.28047988666036,0.681900684136615
"ZH","infection_norm_n1",2020-12-09,0.943297308514396,1.26411642032615,0.668902534963705
"ZH","infection_norm_n1",2020-12-10,0.925677713854229,1.2450108013919,0.653127903936898
"ZH","infection_norm_n1",2020-12-11,0.904992129424238,1.22285117212462,0.63443166462897
"ZH","infection_norm_n1",2020-12-12,0.883757192878004,1.20059473479095,0.614910647823403
"ZH","infection_norm_n1",2020-12-13,0.864301396490791,1.18105959625454,0.596441870494689
"ZH","infection_norm_n1",2020-12-14,0.84734541865557,1.16518141404815,0.579563957113693
"ZH","infection_norm_n1",2020-12-15,0.834007013357874,1.15430508873236,0.565181915032379
"ZH","infection_norm_n1",2020-12-16,0.825440169593671,1.14978297733478,0.554249946075677
"ZH","infection_norm_n1",2020-12-17,0.822709005313916,1.15283765370943,0.54765842307234
"ZH","infection_norm_n1",2020-12-18,0.826006014450978,1.16361993886644,0.54560842610603
"ZH","infection_norm_n1",2020-12-19,0.834396493073608,1.18087636914904,0.547428819782276
"ZH","infection_norm_n1",2020-12-20,0.845197830339223,1.20120178621631,0.551084604792354
"ZH","infection_norm_n1",2020-12-21,0.854905707476511,1.22016944996459,0.553912334492444
"ZH","infection_norm_n1",2020-12-22,0.862258489887383,1.23607086130761,0.55503407260135
"ZH","infection_norm_n1",2020-12-23,0.869597873441481,1.25164483753698,0.556372822814685
"ZH","infection_norm_n1",2020-12-24,0.88124708621974,1.27214205892414,0.561337714336617
"ZH","infection_norm_n1",2020-12-25,0.898816157760146,1.29954666919044,0.571170266131997
"ZH","infection_norm_n1",2020-12-26,0.920115457808278,1.33110442978803,0.584198914100319
"ZH","infection_norm_n1",2020-12-27,0.939574018421719,1.35982649550153,0.596173837753874
"ZH","infection_norm_n1",2020-12-28,0.952389139957635,1.37964981380709,0.603458677854101
"ZH","infection_norm_n1",2020-12-29,0.956624611186066,1.38816071220779,0.60456946189396
"ZH","infection_norm_n1",2020-12-30,0.952886930444923,1.38627641768658,0.599869856652158
"ZH","infection_norm_n1",2020-12-31,0.942191910879851,1.37558276253712,0.589936248883062
"ZH","infection_norm_n1",2021-01-01,0.925262146363511,1.35733889831699,0.575100278186369
"ZH","infection_norm_n1",2021-01-02,0.904106186880209,1.33431423206686,0.556745319183566
"ZH","infection_norm_n1",2021-01-03,0.882246298039721,1.31108510318835,0.537463540736938
"ZH","infection_norm_n1",2021-01-04,0.860481436734017,1.28886738925493,0.517741436606713
"ZH","infection_norm_n1",2021-01-05,0.835399707032669,1.26358659611374,0.494898030163675
"ZH","infection_norm_n1",2021-01-06,0.805045135369114,1.23280505084941,0.467508477311158
"ZH","infection_norm_n1",2021-01-07,0.773628261077594,1.20176879397324,0.438836836690711
"ZH","infection_norm_n1",2021-01-08,0.748368518808898,1.17976998882003,0.414185156304956
"ZH","infection_norm_n1",2021-01-09,0.733069374954556,1.17202206767657,0.396107734473132
